input,pred_before,pred_after,GT
"Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash?
Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts. That is 39 + 47 = 86 shirts. He washed 20 of them. So he did not wash 86 - 20 = 66 shirts. The answer is 66.
Therefore, the answer (arabic numerals) is",66,66,66
"For the school bake sale Wendy made pastries. She baked 4 cupcakes and 29 cookies. After the sale she had 24 to take back home. How many pastries did she sell?
Wendy made 4 cupcakes and 29 cookies. That is 4 + 29 = 33 pastries. She took 24 back home. So she sold 33 - 24 = 9. The answer is 9.
Therefore, the answer (arabic numerals) is",9,9,9
"While on vacation, Debby took 24 pictures at the zoo and 12 at the museum. If she later deleted 14 of the pictures, how many pictures from her vacation did she still have?
Debby took 24 pictures at the zoo and 12 at the museum. 24 + 12 = 36. After deleting 14, she had 36 - 14 = 22. The answer is 22.
Therefore, the answer (arabic numerals) is",22,22,22
"Katie picked 3 tulips and 9 roses to make flower bouquets. If she only used 10 of the flowers though, how many extra flowers did Katie pick?
Katie picked 3 tulips and 9 roses. That is 3 + 9 = 12 flowers. But she only used 10. So she had 12 - 10 = 2 extra flowers. The answer is 2.
Therefore, the answer (arabic numerals) is",2,2,2
"Faye had 46 math problems and 9 science problems for homework. If she finished 40 of the problems at school, how many problems did she have to do for homework?
Faye had 46 + 9 = 55 problems total. If she did 40, then she has 55 - 40 = 15 problems left. The answer is 15.
Therefore, the answer (arabic numerals) is",15,15,15
"Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive?
Amy started with 4 + 21 = 25 files. After deleting 23 files, she has 25 - 23 = 2 files. The answer is 2.
Therefore, the answer (arabic numerals) is",2,2,2
"Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with?
Ned bought 11 + 22 = 33 games. If 19 didn't work, then 33 - 19 = 14 games worked. The answer is 14.
Therefore, the answer (arabic numerals) is",14,14,14
"Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game?
Chloe had 40 points in the first round. Then she had 40 + 50 = 90 points. Then she lost 4 points. So she had 90 - 4 = 86 points. The answer is 86.
Therefore, the answer (arabic numerals) is",86,86,86
"At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left?
Tom started with 32 + 25 = 57 tickets. After spending 7 tickets, he has 57 - 7 = 50 tickets left. The answer is 50.
Therefore, the answer (arabic numerals) is",50,50,50
"Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have?
Bianca picked 26 carrots. Her mom picked 15. So they picked 26 + 15 = 41 carrots. 16 of them were good. So 41 - 16 = 25 were bad. The answer is 25.
Therefore, the answer (arabic numerals) is",25,25,25
"For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell?
Katie started with 7 cupcakes and 5 cookies. That is 7 + 5 = 12. After the sale, she had 8 left. So she sold 12 - 8 = 4. The answer is 4.
Therefore, the answer (arabic numerals) is",4,4,4
"Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color?
Zoe bought 2 coloring books with 44 pictures each. So she has 44 + 44 = 88 pictures. After coloring 20, she has 88 - 20 = 68 pictures left. The answer is 68.
Therefore, the answer (arabic numerals) is",68,68,68
"John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with?
John started with 21 games. He bought 8 more, so he had 21 + 8 = 29 games. 23 of them didn't work, so 29 - 23 = 6 of them worked. The answer is 6.
Therefore, the answer (arabic numerals) is",6,6,6
"Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now?
Henry had 11 dollars. He got 18 more, so he had 11 + 18 = 29 dollars. Then he spent 10 dollars, so he had 29 - 10 = 19 dollars left. The answer is 19.
Therefore, the answer (arabic numerals) is",19,19,19
"While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have?
Gwen took 41 pictures at the zoo and 29 at the museum. 41 + 29 = 70. After deleting 15, she had 70 - 15 = 55 pictures. The answer is 55.
Therefore, the answer (arabic numerals) is",55,55,55
"Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash?
Sam had to wash 40 + 23 = 63 shirts. He washed 29 of them. So he did not wash 63 - 29 = 34 shirts. The answer is 34.
Therefore, the answer (arabic numerals) is",34,34,34
"A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left?
The pet store started with 12 siamese cats and 20 house cats. That is 12 + 20 = 32 cats. After selling 20 cats, they have 32 - 20 = 12 cats left. The answer is 12.
Therefore, the answer (arabic numerals) is",12,12,12
"Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have?
Faye picked 23 carrots. Her mom picked 5. So in total, they picked 23 + 5 = 28 carrots. Of these, only 12 were good. So 28 - 12 = 16 were bad. The answer is 16.
Therefore, the answer (arabic numerals) is",16,16,16
"The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with?
The cafeteria ordered 43 + 32 = 75 apples. If only 2 students wanted fruit, then they only used 2 apples. So they ended up with 75 - 2 = 73 apples. They ended up with 73 - 75 = -2 apples extra. The answer is -2.
Therefore, the answer (arabic numerals) is",-2,-2,73
"There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut?
There were 39 girls and 4 boys, so 39 + 4 = 43 students trying out. If 26 got called back, then 43 - 26 = 17 did not make the cut. The answer is 17.
Therefore, the answer (arabic numerals) is",17,17,17
"A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left?
There were 38 siamese cats and 25 house cats. So there were 38 + 25 = 63 cats originally. After selling 45 cats, there are 63 - 45 = 18 cats left. The answer is 18.
Therefore, the answer (arabic numerals) is",18,18,18
"For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell?
Paige baked 36 cupcakes and 9 cookies. That is 36 + 9 = 45 pastries. After the sale, she had 4 left. So she sold 45 - 4 = 41. The answer is 41.
Therefore, the answer (arabic numerals) is",41,41,41
"Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game?
Carol started with 0 points. In the first round she scored 17 points. So she had 17. In the second round she scored 6 more points, so she had 17 + 6 = 23. In the last round she lost 16 points, so she had 23 - 16 = 7. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,7
"Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color?
Gwen bought 2 coloring books. One had 10 pictures and the other had 39. So she has 10 + 39 = 49 pictures. After coloring 13 of them, she has 49 - 13 = 36 pictures left. The answer is 36.
Therefore, the answer (arabic numerals) is",36,36,36
"For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left?
Janet and her sister had 34 + 33 = 67 pieces of candy. After eating 4, they have 67 - 4 = 63 pieces of candy left. The answer is 63.
Therefore, the answer (arabic numerals) is",63,63,63
"Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have?
Haley picked 39 carrots and her mom picked 38 carrots. That is 39 + 38 = 77 carrots. If only 64 of them were good, then 77 - 64 = 13 carrots were bad. The answer is 13.
Therefore, the answer (arabic numerals) is",13,13,13
"There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut?
There were 30 girls and 36 boys. 30 + 36 is 66. If only 10 got called back, then 66 - 10 is 56 did not make the cut. The answer is 56.
Therefore, the answer (arabic numerals) is",56,56,56
"Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now?
Roger had 29 dollars. He got 20 more, so he had 29 + 20 = 49 dollars. Then he spent 34 dollars, so he had 49 - 34 = 15 dollars. The answer is 15.
Therefore, the answer (arabic numerals) is",15,15,15
"Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash?
Dave had 29 short sleeve shirts and 11 long sleeve shirts. So he had 29 + 11 = 40 shirts. If he washed 35 of them, then he did not wash 40 - 35 = 5. The answer is 5.
Therefore, the answer (arabic numerals) is",5,5,5
"Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with?
Edward started with 41 games. Then he bought 14 more. 41 + 14 is 55. Then 31 of them didn't work. 55 - 31 is 24. The answer is 24.
Therefore, the answer (arabic numerals) is",24,24,24
"At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy?
Sam bought 13 adventure books and 17 mystery books. So he bought 13 + 17 = 30 books. If 15 of the books were used, then he must have bought 30 - 15 = 15 new books. The answer is 15.
Therefore, the answer (arabic numerals) is",15,15,15
"Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive?
Amy had 26 + 36 = 62 files. If she deleted 48, she will have 62 - 48 = 14 files. The answer is 14.
Therefore, the answer (arabic numerals) is",14,14,14
"Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now?
Oliver started with 35 dollars. Then he got 50 more. 35 + 50 = 85. After spending 84 dollars, he had 85 - 84 = 1 dollar left. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game?
Emily had 16 points in the first round and 33 points in the second round. So she had 16 + 33 = 49 points. After losing 48 points, she had 49 - 48 = 1 point. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework?
Paige had 43 + 12 = 55 problems. She finished 44 problems at school. So she has 55 - 44 = 11 problems left. The answer is 11.
Therefore, the answer (arabic numerals) is",11,11,11
"The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with?
The cafeteria ordered 33 + 23 = 56 apples. But only 21 students wanted fruit. So they had 56 - 21 = 35 extra apples. The answer is 35.
Therefore, the answer (arabic numerals) is",35,35,35
"Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash?
There were 9 short sleeve shirts and 27 long sleeve shirts. 9 + 27 is 36. Dave washed 20 of them. So he didn't wash 36 - 20 = 16. The answer is 16.
Therefore, the answer (arabic numerals) is",16,16,16
"While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have?
Rachel took 6 pictures at the zoo and 9 at the museum. 6 + 9 = 15. After deleting 11, she had 15 - 11 = 4. The answer is 4.
Therefore, the answer (arabic numerals) is",4,4,4
"Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have?
Vanessa and her mom picked 17 + 14 = 31 carrots. Only 24 were good. So 31 - 24 = 7 were bad. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,7
"A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left?
The pet store had 41 siamese cats and 28 house cats. That is 41 + 28 = 69 cats. After selling 15 cats, they have 69 - 15 = 54 cats. The answer is 54.
Therefore, the answer (arabic numerals) is",54,54,54
"At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy?
Sam bought 13 adventure books and 17 mystery books. 13 + 17 is 30. So he bought 30 books. If 15 were used, then he has 30 - 15 = 15 new books. The answer is 15.
Therefore, the answer (arabic numerals) is",15,15,15
"Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive?
Amy started with 26 + 36 = 62 files. After deleting 48, she had 62 - 48 = 14 files left. The answer is 14.
Therefore, the answer (arabic numerals) is",14,14,14
"Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now?
Oliver started with 35 dollars. He got 50 more, so he had 35 + 50 = 85 dollars. After spending 84 dollars, he had 85 - 84 = 1 dollar. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game?
Emily had 16 points in the first round and 33 in the second round. 16 + 33 = 49. Then she lost 48 points. 49 - 48 = 1. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework?
Paige had 43 + 12 = 55 problems. After doing 44 problems at school, she had 55 - 44 = 11 problems left. The answer is 11.
Therefore, the answer (arabic numerals) is",11,11,11
"The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with?
The cafeteria ordered 33 + 23 = 56 apples. If only 21 students wanted fruit, then 56 - 21 = 35 apples were left over. The answer is 35.
Therefore, the answer (arabic numerals) is",35,35,35
"Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash?
Dave had to wash 9 + 27 = 36 shirts. He washed 20 of them. So he did not wash 36 - 20 = 16 shirts. The answer is 16.
Therefore, the answer (arabic numerals) is",16,16,16
"While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have?
Rachel took 6 + 9 = 15 pictures. After deleting 11, she had 15 - 11 = 4. The answer is 4.
Therefore, the answer (arabic numerals) is",4,4,4
"Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have?
Vanessa and her mom picked 17 + 14 = 31 carrots. But only 24 were good. So 31 - 24 = 7 must have been bad. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,7
"A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left?
The pet store started with 41 Siamese cats and 28 house cats. 41 + 28 = 69 cats. After selling 15 cats, they had 69 - 15 = 54 cats left. The answer is 54.
Therefore, the answer (arabic numerals) is",54,54,54
"Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though, how many extra flowers did Janet pick?
Janet picked 4 + 11 = 15 flowers. She only used 11, so she has 15 - 11 = 4 extra flowers. The answer is 4.
Therefore, the answer (arabic numerals) is",4,4,4
"Vanessa had 13 music files and 30 video files on her flash drive. If she deleted 10 of the files, how many files were still on her flash drive?
Vanessa had 13 + 30 = 43 files. After deleting 10 files, she had 43 - 10 = 33 files. The answer is 33.
Therefore, the answer (arabic numerals) is",33,33,33
"Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color?
The two coloring books had 16 + 40 = 56 pictures. After coloring 33, she has 56 - 33 = 23 left. The answer is 23.
Therefore, the answer (arabic numerals) is",23,23,23
"The school cafeteria ordered 8 red apples and 43 green apples for students lunches. But, if only 42 students wanted fruit, how many extra did the cafeteria end up with?
The cafeteria ordered 8 + 43 = 51 apples. But only 42 students wanted fruit. So the cafeteria had 51 - 42 = 9 extra apples. The answer is 9.
Therefore, the answer (arabic numerals) is",9,9,9
"Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with?
In the spring, Edward made 2 dollars. In the summer, he made 27 dollars. So he made 2 + 27 = 29 dollars. After spending 5 dollars, he had 29 - 5 = 24 dollars. The answer is 24.
Therefore, the answer (arabic numerals) is",24,24,24
"A pet store had 36 siamese cats and 18 house cats. During a sale they sold 26 cats. How many cats do they have left?
There were originally 36 siamese cats and 18 house cats. So there were 36 + 18 = 54 cats. After selling 26 cats, there are 54 - 26 = 28 cats left. The answer is 28.
Therefore, the answer (arabic numerals) is",28,28,28
"Olivia and her mom were picking carrots from their garden. Olivia picked 20 and her mother picked 14. If only 19 of the carrots were good, how many bad carrots did they have?
Olivia picked 20 carrots and her mom picked 14. So they picked 20 + 14 = 34 carrots. If only 19 were good, then 34 - 19 = 15 were bad. The answer is 15.
Therefore, the answer (arabic numerals) is",15,15,15
"George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now?
George had 30 dollars. He got 16 more dollars, so he had 30 + 16 = 46 dollars. Then he spent 38 dollars, so he had 46 - 38 = 8 dollars left. The answer is 8.
Therefore, the answer (arabic numerals) is",8,8,8
"There were 6 girls and 48 boys trying out for the schools basketball team. If only 7 of them got called back, how many students didn't make the cut?
There were 6 girls and 48 boys trying out. 6 + 48 = 54 students. 7 students got called back. So 54 - 7 = 47 students didn't make the cut. The answer is 47.
Therefore, the answer (arabic numerals) is",47,47,47
"For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell?
Amy made 15 cupcakes and 48 cookies. So in total she made 15 + 48 = 63 pastries. After the sale, she had 12 left. So she sold 63 - 12 = 51 pastries. The answer is 51.
Therefore, the answer (arabic numerals) is",51,51,51
"At the schools book fair Victor bought 32 adventure books and 37 mystery books. If 16 of the books were used, how many new books did he buy?
Victor bought 32 adventure books and 37 mystery books. 32 + 37 = 69. After 16 books were used, he had 69 - 16 = 53 books left. The answer is 53.
Therefore, the answer (arabic numerals) is",53,53,53
"While on vacation, Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have?
Haley took 50 pictures at the zoo and 8 at the museum. So she took 50 + 8 = 58 pictures. After deleting 38, she had 58 - 38 = 20 pictures left. The answer is 20.
Therefore, the answer (arabic numerals) is",20,20,20
"The school cafeteria ordered 37 red apples and 45 green apples for students lunches. But, if only 51 students wanted fruit, how many extra did the cafeteria end up with?
37 + 45 = 82 apples. 51 students wanted fruit, so the cafeteria had 82 - 51 = 31 extra apples. The answer is 31.
Therefore, the answer (arabic numerals) is",31,31,31
"While shopping, Maria bought 35 green towels and 21 white towels. If she gave her mother 34 of them, how many towels did Maria end up with?
Maria bought 35 green towels and 21 white towels. That is 35 + 21 = 56 towels. After giving 34 away, she has 56 - 34 = 22 towels left. The answer is 22.
Therefore, the answer (arabic numerals) is",22,22,22
"There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut?
There were 17 + 32 = 49 students trying out. 10 got called back. So 49 - 10 = 39 didn't make the cut. The answer is 39.
Therefore, the answer (arabic numerals) is",39,39,39
"Nancy and her mom were picking carrots from their garden. Nancy picked 38 and her mother picked 47. If only 71 of the carrots were good, how many bad carrots did they have?
Nancy picked 38 and her mom picked 47. That is 38 + 47 = 85 carrots in total. But only 71 were good. So 85 - 71 = 14 were bad. The answer is 14.
Therefore, the answer (arabic numerals) is",14,14,14
"A waiter at 'The Greasy Spoon' restaurant had 29 customers to wait on. During the lunch rush he added another 20 customers. If 34 of the customers didn't leave him a tip, how many customers did leave a tip?
The waiter had 29 customers. Then he added 20 more, for a total of 29 + 20 = 49 customers. 34 of them didn't leave a tip. So 49 - 34 = 15 customers left a tip. The answer is 15.
Therefore, the answer (arabic numerals) is",15,15,15
"Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts before school. If he had only washed 5 of them by the time school started, how many did he not wash?
Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts. That is 10 + 25 = 35 shirts in total. He washed 5 of them. So he has 35 - 5 = 30 shirts left to wash. The answer is 30.
Therefore, the answer (arabic numerals) is",30,30,30
"Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive?
Vanessa started with 16 + 48 = 64 files. After deleting 30 files, she has 64 - 30 = 34 files. The answer is 34.
Therefore, the answer (arabic numerals) is",34,34,34
"Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with?
Kaleb made 4 dollars in the spring and 50 dollars in the summer. So he made 4 + 50 = 54 dollars. After spending 4 dollars, he had 54 - 4 = 50 dollars. The answer is 50.
Therefore, the answer (arabic numerals) is",50,50,50
"The school cafeteria ordered 6 red apples and 15 green apples for students lunches. But, if only 5 students wanted fruit, how many extra did the cafeteria end up with?
There are 6 + 15 = 21 apples in total. If only 5 students wanted fruit, then the cafeteria would have 21 - 5 = 16 apples left over. The answer is 16.
Therefore, the answer (arabic numerals) is",16,16,16
"Bianca picked 39 tulips and 49 roses to make flower bouquets. If she only used 81 of the flowers though, how many extra flowers did Bianca pick?
Bianca picked 39 + 49 = 88 flowers. But she only used 81 of them. So she had 88 - 81 = 7 extra flowers. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,7
"While on vacation, Nancy took 49 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have?
Nancy took 49 + 8 = 57 pictures. After deleting 38, she has 57 - 38 = 19. The answer is 19.
Therefore, the answer (arabic numerals) is",19,19,19
"Gwen had 18 math problems and 11 science problems for homework. If she finished 24 of the problems at school, how many problems did she have to do for homework?
Gwen had 18 + 11 = 29 problems. She finished 24 of them. So she had 29 - 24 = 5 problems left. The answer is 5.
Therefore, the answer (arabic numerals) is",5,5,5
"For Halloween Katie and her sister combined the candy they received. Katie had 10 pieces of candy while her sister had 6. If they ate 9 pieces the first night, how many pieces do they have left?
Katie and her sister combined had 10 + 6 = 16 pieces of candy. After eating 9, they had 16 - 9 = 7 pieces of candy left. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,7
"A pet store had 15 siamese cats and 49 house cats. During a sale they sold 19 cats. How many cats do they have left?
The pet store had 15 siamese cats and 49 house cats. 15 + 49 is 64. They sold 19 cats. 64 - 19 is 45. The answer is 45.
Therefore, the answer (arabic numerals) is",45,45,45
"There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut?
There were 9 girls and 14 boys. 9 + 14 = 23. If only 2 got called back, then 23 - 2 = 21 didn't make the cut. The answer is 21.
Therefore, the answer (arabic numerals) is",21,21,21
"Haley had 27 music files and 42 video files on her flash drive. If she deleted 11 of the files, how many files were still on her flash drive?
Haley started with 27 + 42 = 69 files. After deleting 11 files, she had 69 - 11 = 58 files. The answer is 58.
Therefore, the answer (arabic numerals) is",58,58,58
"While shopping, Maria bought 40 green towels and 44 white towels. If she gave her mother 65 of them, how many towels did Maria end up with?
Maria bought 40 green towels and 44 white towels. 40 + 44 = 84. She gave her mother 65 of them, so she had 84 - 65 = 19. The answer is 19.
Therefore, the answer (arabic numerals) is",19,19,19
"A waiter at 'The Greasy Spoon' restaurant had 39 customers to wait on. During the lunch rush he added another 12 customers. If 49 of the customers didn't leave him a tip, how many customers did leave a tip?
The waiter started with 39 customers. After adding 12 more, he had 39 + 12 = 51 customers. 49 of the customers didn't leave a tip. So 51 - 49 = 2 customers left a tip. The answer is 2.
Therefore, the answer (arabic numerals) is",2,2,2
"A pet store had 19 siamese cats and 45 house cats. During a sale they sold 56 cats. How many cats do they have left?
There were 19 siamese cats and 45 house cats. So in total there were 19 + 45 = 64 cats. After selling 56, there were 64 - 56 = 8 cats left. The answer is 8.
Therefore, the answer (arabic numerals) is",8,8,8
"A waiter at 'The Greasy Spoon' restaurant had 26 customers to wait on. During the lunch rush he added another 27 customers. If 27 of the customers didn't leave him a tip, how many customers did leave a tip?
The waiter started with 26 customers. Then he added 27 more. So he had 26 + 27 = 53 customers. 27 didn't leave a tip. So 53 - 27 = 26 customers left a tip. The answer is 26.
Therefore, the answer (arabic numerals) is",26,26,26
