input,pred_before,pred_after,GT
"3 birds were sitting on the fence. 6 more storks and 2 more birds came to join them. How many more storks than birds are sitting on the fence?
There were originally 3 birds. Then 6 more storks and 2 more birds came. So 3 + 2 = 5 birds, and 6 storks. There are 6 - 5 = 1 more storks than birds. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"They decided to hold the party in their backyard. If they have 11 sets of tables and each set has 13 chairs How many chairs do they have in the backyard?
They have 11 sets of tables. Each set has 13 chairs. So they have 11 x 13 = 143 chairs. The answer is 143.
Therefore, the answer (arabic numerals) is",143,143,143
"In a school there are 458 more girls than boys. If there are 692 girls How many pupils are there in that school?
There are 458 more girls than boys. If there are 692 girls, then there must be 692 - 458 = 234 boys. 692 + 234 = 926. The answer is 926.
Therefore, the answer (arabic numerals) is",926,926,926
"After resting they decided to go for a swim. The depth of the water is 15 times Dean's height. Dean is 4 feet taller than Ron. If Ron stands at 13 feet How deep was the water?
Ron is 13 feet tall. Dean is 4 feet taller than Ron, so Dean is 13 + 4 = 17 feet tall. The water is 15 times Dean's height, so it is 15 x 17 = 255 feet deep. The answer is 255.
Therefore, the answer (arabic numerals) is",255,255,255
"6 birds were sitting on the fence. 4 more birds and 8 more storks came to join them. How many birds are sitting on the fence?
There were originally 6 birds. 4 more birds came, so that is 6 + 4 = 10 birds. 8 more storks came, so that is 10 + 8 = 18 birds.
#### 18
Therefore, the answer (arabic numerals) is","That's correct!

There were originally 6 birds, and then 4 more birds joined, making a total of 10 birds. Then, 8 more storks joined, making a total of 18 birds.

Well done!",6,10
"Marco and his dad went strawberry picking. Together they collected strawberries that weighed 36 pounds. On the way back Marco ' dad lost 8 pounds of strawberries. Marco's strawberries now weighed 12 pounds. How much did his dad's strawberries weigh now?
Marco and his dad started with 36 pounds of strawberries. Marco's dad lost 8 pounds. So that left 36 - 8 = 28 pounds. Marco had 12 pounds. So his dad had 28 - 12 = 16 pounds. The answer is 16.
Therefore, the answer (arabic numerals) is",16,16,16
"In a school there are 697 girls and the rest are boys. If there are 228 more girls than boys How many boys are there in that school?
697 girls and 228 more girls than boys means there are 697 - 228 = 469 boys. The answer is 469.
Therefore, the answer (arabic numerals) is",469,469,469
"In a school there are 732 girls and 761 boys. 682 more girls and 8 more boys joined the school. How many girls are there in the school now?
There were originally 732 girls. 682 more joined. So there are 732 + 682 = 1414 girls. There were originally 761 boys. 8 more joined. So there are 761 + 8 = 769 boys. The total number of students is 1414 + 769 = 2183. The answer is 1414.
Therefore, the answer (arabic numerals) is","The correct answer is:

1414",1414,1414
"Danny collects bottle caps and wrappers. He found 22 bottle caps and 30 wrappers at the park. Now he has 17 bottle caps and 57 wrappers in his collection. How many wrappers did danny have at first?
Danny originally had 0 bottle caps and 0 wrappers. After finding 22 bottle caps and 30 wrappers, he had 22 + 0 = 22 bottle caps and 0 + 30 = 30 wrappers. After collecting 17 more bottle caps, he had 22 + 17 = 39 bottle caps. After collecting 57 wrappers, he had 30 + 57 = 87 wrappers. The answer is 30.
Therefore, the answer (arabic numerals) is",30,30,27
"Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?
Paul started with 457 erasers and 617 crayons. After losing some crayons, he had 523 crayons left. So he lost 617 - 523 = 94 crayons. He still had 457 erasers. So he had 457 - 94 = 363 more erasers than crayons. The answer is 363.
Therefore, the answer (arabic numerals) is",363,363,66
"Baker made 121 cakes. He sold 105 of them and bought 170 new cakes. How many cakes does baker still have?
Baker started with 121 cakes. He sold 105, so he had 121 - 105 = 16. He bought 170 new cakes, so now he has 16 + 170 = 186. The answer is 186.
Therefore, the answer (arabic numerals) is",186,186,186
"An industrial machine worked for 5 minutes. It can make 4 shirts a minute. How many shirts did machine make?
The machine worked for 5 minutes. It can make 4 shirts a minute. So it made 4 x 5 = 20 shirts.
#### 20
Therefore, the answer (arabic numerals) is",The correct answer is indeed 20.,20,20
"The bananas in Philip's collection are organized into groups of size 18. If there are a total of 180 bananas in Philip's banana collection How many groups are there?
There are 180 bananas. Each group has 18 bananas. 180 / 18 is 10. The answer is 10.
Therefore, the answer (arabic numerals) is",10,10,10
"There were some birds sitting on the fence. 4 more birds came to join them. If there are a total of 5 birds on the fence now How many birds had been sitting on the fence at the start?
There are 5 birds now. 4 more birds came to join them. So there were 5 - 4 = 1 birds originally. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"Jerry had 3 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed some of the old ones. If there are 6 action figures on his shelf now How many action figures did he remove from the shelf?
Jerry started with 3 action figures. Then he added 4 more. 3 + 4 = 7. Now he has 6. So he must have removed 7 - 6 = 1. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"Danny collects bottle caps and wrappers. He found 65 wrappers and 5 bottle caps at the park. Now he has 31 bottle caps and 9 wrappers in his collection. How many more wrappers than bottle caps did danny find at the park?
Danny had 5 bottle caps and 65 wrappers at the park. He ended up with 31 bottle caps and 9 wrappers. So he must have had 31 + 5 = 36 bottle caps and 9 + 65 = 74 wrappers before the park. The difference is 74 - 36 = 38. The answer is 38.
Therefore, the answer (arabic numerals) is",38,38,60
"Because of the decision Sofia asked the students to suggest specific types of food from a total of 66 choices. If 450 students suggested adding mashed potatoes 38 suggested adding bacon to the menu and the rest did not participate How many students participated in the suggestion of new food items?
450 students suggested mashed potatoes. 38 suggested bacon. 450 + 38 = 488. The rest did not participate. So the total number of students that participated is 488. The answer is 488.
Therefore, the answer (arabic numerals) is","The correct answer is:

488",488,488
"Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initially How many crackers and cakes did each person eat?
Matthew had 13 crackers and 15 cakes. He gave them to his 28 friends. So he gave 13/2 = 6.5 crackers to each friend, and 15/2 = 7.5 cakes to each friend. The answer is 6 and 7.
Therefore, the answer (arabic numerals) is","6 and 7.

That's correct! Since Matthew had to divide the crackers and cakes equally among his 28 friends, he gave each friend:

* 6 crackers (since 13 ÷ 2 = 6.5, but you can't give a fraction of a cracker, so round down to 6)
* 7 cakes (since 15 ÷ 2 = 7.5, but you can't give a fraction of a cake, so round down to 7)",6,1
"A grocery store had 49 bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda. How many bottles of regular soda and diet soda did they have altogether?
The store had 49 bottles of regular soda and 40 bottles of diet soda. 49 + 40 = 89. The answer is 89.
Therefore, the answer (arabic numerals) is",89,89,89
"Dan has $ 3. He bought 2 candy bar for $ 4, each one costing the same amount of money. How much did each candy bar cost?
Dan had 3 dollars. He spent 4 dollars on 2 candy bars. So he had 3 - 4 = 1 dollar left. So the 2 candy bars cost 4 - 1 = 3 dollars. Each candy bar cost 3 / 2 = 1.5 dollars. The answer is 1.5.
Therefore, the answer (arabic numerals) is",1.5,1.5,2
"Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans. How many more bags did she find on the next day than she had on monday?
Tiffany had 7 bags on monday. The next day she found 12 more bags. 7 + 12 = 19 bags. 12 is how many more bags she found than she had on monday. The answer is 12.
Therefore, the answer (arabic numerals) is",12,12,5
"There were 15 roses and 62 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 17 roses and 96 orchids in the vase. How many roses did she cut?
There were originally 15 roses. Now there are 17 roses. So Jessica cut 17 - 15 = 2 roses.
There were originally 62 orchids. Now there are 96 orchids. So Jessica cut 96 - 62 = 34 orchids.
The answer is 2.
Therefore, the answer (arabic numerals) is",2,2,2
"There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?
Each basket has 4 red peaches and 3 green peaches. So each basket has 4 + 3 = 7 peaches. If there are a total of 7 peaches, then there must be 7 / 7 = 1 basket. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"There were 78 dollars in Olivia's wallet. She spent 15 dollars at a supermarket. How much money does she have left?
Olivia started with 78 dollars. She spent 15 dollars. So she has 78 - 15 = 63 dollars left. The answer is 63.
Therefore, the answer (arabic numerals) is",63,63,63
"Jack received 6 emails in the morning, 3 emails in the afternoon and some more in the evening. If he received a total of 10 emails in the day How many emails did Jack receive in the afternoon?
Jack received 6 emails in the morning. He received 10 in total. So he received 10 - 6 = 4 more in the evening. He received 3 in the afternoon. So 4 - 3 = 1. The answer is 3.
Therefore, the answer (arabic numerals) is",3,3,1
"Dan has $ 4. He bought a candy bar for $ 8. Then his friend have him $ 5 How much money is left?
Dan started with 4 dollars. He bought a candy bar for 8 dollars, so he had 4 - 8 = -4 dollars left. Then his friend gave him 5 dollars. So he had -4 + 5 = 1 dollar left. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 703 visitors came to the Buckingham palace on the previous day. If there were 246 visitors on that day How many visited the Buckingham palace within 25 days?
There were 703 visitors on the previous day. On this day, there were 246 visitors. So in 2 days, there were 703 + 246 = 949 visitors. In 25 days, there would be 25 / 2 * 949 = 11975 visitors. The answer is 11975.
Therefore, the answer (arabic numerals) is","11,975",11975,949
"For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 7 more dollars. If she spent 4 dollars. How much more money did she receive from her mom than she did from her dad?
Gwen's dad gave her 5 dollars. Her mom gave her 7 more. So she got 5 + 7 = 12 dollars from her mom. She spent 4 dollars. So she has 12 - 4 = 8 dollars left. The difference between what her mom gave her and what her dad gave her is 7 - 5 = 2. The answer is 2.
Therefore, the answer (arabic numerals) is",2,2,2
"There are 142 bananas and 356 oranges in Philip's collection. If the bananas are organized into 47 groups and oranges are organized into 178 groups How big is each group of oranges?
There are 142 bananas and 356 oranges. 142 bananas divided into 47 groups means each group has 142 / 47 = 3 bananas. 356 oranges divided into 178 groups means each group has 356 / 178 = 2 oranges. The answer is 2.
Therefore, the answer (arabic numerals) is",2,2,2
"There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the books How many more movies than books have you read?
There are 5 movies total. You have read 19. So you have read 19 - 5 = 14 more movies than you have read books. The answer is 14.
Therefore, the answer (arabic numerals) is",14,14,3
"Mary is baking a cake. The recipe calls for 12 cups of flour and 5 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour How many cups of flour did she put in?
Mary needs 12 cups of flour. She needs 2 more cups of flour. So she has 12 - 2 = 10 cups of flour left. The answer is 10.
Therefore, the answer (arabic numerals) is",10,10,10
"Danny collects bottle caps and wrappers. He found 46 wrappers and 50 bottle caps at the park. Now he has 21 bottle caps and 52 wrappers in his collection. How many more bottle caps than wrappers did danny find at the park?
Danny found 50 - 21 = 29 bottle caps at the park. He found 46 + 52 = 98 wrappers at the park. So he found 29 - 98 = -69 more wrappers than bottle caps. The answer is -69.
Therefore, the answer (arabic numerals) is",-69,-69,4
"Luke played 177 rounds of a trivia game. If he gained 46 points in each round How many points did he score in the game?
Luke played 177 rounds. If he gained 46 points in each round, then he gained 177 * 46 points. 177 * 46 = 8132. The answer is 8132.
Therefore, the answer (arabic numerals) is",8132,8132,8142
"3 birds and 4 storks were sitting on the fence. 2 more birds came to join them. How many more birds than storks are sitting on the fence?
There are 3 birds and 4 storks. 3 + 2 = 5 birds. 5 - 4 = 1. There are 1 more bird than storks. The answer is 1.
Therefore, the answer (arabic numerals) is","That's correct!

There are indeed 5 birds (3 original + 2 more) and 4 storks. To find out how many more birds than storks are sitting on the fence, you subtract the number of storks from the number of birds:

5 birds - 4 storks = 1

So, there is 1 more bird than storks.

The answer is: 1",5,1
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper. How far did the mouse jump?
The grasshopper jumped 9 inches. The frog jumped 33 inches farther than the grasshopper, so the frog jumped 9 + 33 = 42 inches. The mouse jumped 3 inches less than the frog, so the mouse jumped 42 - 3 = 39 inches. The answer is 39.
Therefore, the answer (arabic numerals) is",39,39,39
"Zachary did 35 push-ups and 3 crunches in gym class today. David did 58 more push-ups but 87 less crunches than zachary. How many more push-ups than crunches did Zachary do?
Zachary did 35 push-ups and 3 crunches. So he did 35 - 3 = 32 more push-ups than crunches. David did 58 more push-ups than Zachary, so he did 35 + 58 = 93 push-ups. He did 3 - 87 = -84 less crunches than Zachary, so he did -84 crunches. So he did 93 - 84 = 9 more push-ups than crunches. The answer is 9.
Therefore, the answer (arabic numerals) is",9,9,32
"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the afternoon and evening?
In the afternoon and evening, Jack received 5 + 8 = 13 emails. The answer is 13.
Therefore, the answer (arabic numerals) is",13,13,13
"Jerry had 7 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed 10 of the old ones. If there are 8 action figures on his shelf now How many action figures did he add to the shelf?
Jerry started with 7 action figures. Then he added some, and removed 10. So he added 10 + x, where x is the number of action figures he added. After adding and removing, he had 8 action figures. So 7 + x - 10 = 8. 7 + x = 18, so x = 11. The answer is 11.
Therefore, the answer (arabic numerals) is",11,11,11
"Julia played tag with 12 kids on monday. She played tag with 14 kids on tuesday. She spent a total of 34 hours to play tag on both days. How many kids did she play with altogether?
Julia played with 12 kids on monday and 14 kids on tuesday. That is 12 + 14 = 26 kids. She spent 34 hours playing with them. So each kid took up 34 / 26 hours. 34 / 26 is 1.3 hours. Since there are 26 kids, 26 * 1.3 = 33.8 hours. The answer is 26.
Therefore, the answer (arabic numerals) is",26,26,26
"Nell collects cards. She had 309 baseball cards and 356 Ace cards. She gave some of her cards to Jeff and now has 415 baseball cards and Ace cards left. How many more baseball cards than Ace cards does Nell have?
Nell originally had 309 + 356 = 665 cards. After giving some away, she had 415 cards left. So she gave away 665 - 415 = 250 cards. 250 cards must be divided evenly between baseball and Ace cards, so she gave away 125 baseball cards and 125 Ace cards. Now she has 309 - 125 = 184 baseball cards and 356 - 125 = 231 Ace cards. She has 184 - 231 = -47 more Ace cards than baseball cards. The answer is -47.
Therefore, the answer (arabic numerals) is",-47,-47,266
"At the zoo, a cage had 93 snakes and 97 alligators. If 40 alligators were hiding How many alligators were not hiding?
There were originally 97 alligators. If 40 were hiding, then 97 - 40 = 57 were not hiding. The answer is 57.
Therefore, the answer (arabic numerals) is",57,57,57
"You have read 8 books from the ' crazy silly school ' series. If there are a total of 14 different books in the ' crazy silly school ' series How many more do you still have to read?
You have read 8 books. There are a total of 14 books. So, you still have to read 14 - 8 = 6 books.
Therefore, the answer (arabic numerals) is",6,6,6
"Emily is making bead necklaces for her 43 friends. She had 20 beads and she was able to make 5 necklaces. How many beads did each necklace need?
Emily made 5 necklaces with 20 beads. So 20 / 5 = 4 beads per necklace. The answer is 4.
Therefore, the answer (arabic numerals) is",4,4,4
"Frank put 11 pieces of candy in each bag. If he had 22 pieces of candy How many bags would he have?
Frank put 11 pieces of candy in each bag. So for 22 pieces of candy, he would have 22 / 11 = 2 bags. The answer is 2.
Therefore, the answer (arabic numerals) is",2,2,2
"A waiter had 12 customers. After some left he still had 14 customers. Then he got 10 new customers How many customers does he have now?
The waiter started with 12 customers. After some left, he had 14. So 2 customers must have left. So he had 12 - 2 = 10 customers. Then 10 new customers came. So he now has 10 + 10 = 20 customers. The answer is 20.
Therefore, the answer (arabic numerals) is",20,20,24
"A farmer had 90 tomatoes in his garden. If he picked 154 of them yesterday and 50 today. How many tomatoes did he pick in all?
The farmer had 90 tomatoes. He picked 154 yesterday, so he had 90 - 154 = 36 left. Today he picked 50, so he picked 50 + 154 = 204 in all. The answer is 204.
Therefore, the answer (arabic numerals) is",204,204,204
"5 red peaches, 14 yellow peaches and 6 green peaches are in the basket. How many green and yellow peaches are in the basket?
There are 14 yellow peaches and 6 green peaches. 14 + 6 = 20.
#### 20
Therefore, the answer (arabic numerals) is","That's correct!

There are indeed 20 green and yellow peaches in the basket: 14 yellow peaches and 6 green peaches.

The answer is: 20",20,20
"Winter is almost here and most animals are migrating to warmer countries. There were 89 bird families living near the mountain. If 60 bird families flew away for winter How many more bird families flew away for the winter than those that stayed behind?
There were originally 89 bird families. 60 flew away. So 89 - 60 = 29 stayed behind. 60 - 29 = 31 more flew away than stayed behind. The answer is 31.
Therefore, the answer (arabic numerals) is",31,31,31
"There were 9 roses and 6 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 13 orchids and 3 roses in the vase. How many more orchids than roses are there in the vase now?
There were originally 9 roses and 6 orchids. After cutting more, there were 13 orchids and 3 roses. So 13 - 6 = 7 more orchids were cut, and 3 - 9 = -6 fewer roses were cut. So there are 7 more orchids than roses. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,10
"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?
There were 600 visitors the previous day. There were 661 visitors that day. So the difference is 661 - 600 = 61. The answer is 61.
Therefore, the answer (arabic numerals) is",61,61,61
"A waiter had 12 customers. While 15 customers left he got 14 new customers. How many customers does he still have?
The waiter started with 12 customers. 15 customers left, so that is 12 - 15 = -3 customers. Then 14 new customers came. So the waiter has -3 + 14 = 11 customers. The answer is 11.
Therefore, the answer (arabic numerals) is",11,11,11
"Emily is making bead necklaces for her 72 friends. She has 6 beads and each necklace takes 3 beads. How many necklaces can Emily make?
Emily has 6 beads. Each necklace takes 3 beads. So she can make 6 / 3 = 2 necklaces. The answer is 2.
Therefore, the answer (arabic numerals) is",2,2,2
"He also had 26 aquariums for saltwater animals. The aquarium had 52 saltwater animals in total and every aquarium had the same number of animals. How many saltwater animals does each aquarium have?
There are 52 animals in total. If there are 26 aquariums, then each aquarium has 52 / 26 = 2 animals. The answer is 2.
Therefore, the answer (arabic numerals) is",2,2,2
"Mary is baking a cake. The recipe calls for 11 cups of flour and 7 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour than sugar How many cups of flour did she put in?
The recipe calls for 11 cups of flour and 7 cups of sugar. She needs 2 more cups of flour than sugar, so she needs 9 cups of flour. 9 - 7 = 2, so she needs 2 more cups of flour than sugar. That means she has 7 cups of sugar and 9 cups of flour. 9 - 7 = 2. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,2
"Baker made 149 cakes and 91 pastries. If he sold 10 cakes and 90 pastries How many cakes would baker still have?
Baker started with 149 cakes. He sold 10, so he has 149 - 10 = 139 cakes left. The answer is 139.
Therefore, the answer (arabic numerals) is",139,139,139
"Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left. How many files did he delete?
Dave started with 24 files. After deleting some, he had 21 files. So he deleted 24 - 21 = 3 files. He started with 13 apps. After deleting some, he had 17 apps. So he deleted 13 - 17 = -4 apps. But you can't delete a negative number of apps, so he must have added apps. The correct answer is that he added 4 apps and deleted 3 files.
Therefore, the answer (arabic numerals) is",The correct answer is 3.,3,3
"An industrial machine made 9 shirts yesterday and 8 shirts today. It can make 2 shirts a minute. How many minutes did the machine work today?
The machine made 9 shirts yesterday and 8 shirts today. So it made 9 + 8 = 17 shirts in total. If it can make 2 shirts a minute, then it took 17 / 2 = 8.5 minutes to make the shirts. The answer is 8.5.
Therefore, the answer (arabic numerals) is",8.5,8.5,4
"Rebecca wants to split a collection of eggs into 3 groups. Rebecca has 4 marbles and 15 eggs. How many eggs will each group have?
Rebecca has 15 eggs. She wants to split them into 3 groups. 15 / 3 is 5. The answer is 5.
Therefore, the answer (arabic numerals) is",5,5,5
"Matthew had some crackers. If Matthew gave 2 crackers to each of his 11 friends How many crackers did Matthew have?
A classic lateral thinking puzzle!

The question is trying to trick you into thinking about how many crackers Matthew has left after giving some away. But let's think about it differently.

Matthew gave 2 crackers to each of his 11 friends. So, he gave a total of 2 x 11 = 22 crackers to his friends.

To find out how many crackers Matthew had initially, we need to add the number of crackers he gave away to the number of crackers he has left.

Since we don't know how many crackers Matthew has left, let's call that number x. Then, we can set up the equation:

x - 22 =?

Since Matthew gave away 22 crackers, he must have had 22 more crackers than he has left. So, we can add 22 to both sides of the equation:

x =? + 22

Now, we need to figure out what? is. Since Matthew gave 2 crackers to each of his 11 friends, he must have had at least 22 crackers to give away. So,? must be at least 22.

Let's try a few values for?:

* If? = 22, then x = 22 + 22 = 44
* If? = 23
Therefore, the answer (arabic numerals) is",44,44,22
"Olivia spent 78 dollars at a supermarket. If she has 33 dollars left with her How much money did she have initially?
Olivia spent 78 dollars. She has 33 dollars left. So she must have started with 78 + 33 = 111 dollars. The answer is 111.
Therefore, the answer (arabic numerals) is",111,111,111
"If Lewis earns $ 1357 every week during the 223 weeks of a harvest season. How much money will he earn if he works for 73 harvest seasons?
Lewis earns 1357 dollars per week. If he works for 223 weeks, that is 1357 x 223 = 302,511. If he works for 73 harvest seasons, that is 1357 x 73 = 99,131. The answer is 99,131.
Therefore, the answer (arabic numerals) is","99,131",99131,22090603
"Because of the decision Sofia asked 310 students to suggest specific types of food. 185 students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?
310 students were asked to suggest food. 185 students suggested mashed potatoes. So 310 - 185 = 125 students suggested bacon. The answer is 125.
Therefore, the answer (arabic numerals) is",125,125,125
"Jack received 3 emails and 64 letters in the morning. He then received 5 emails and 54 letters in the afternoon. How many emails did jack receive in the day?
Jack received 3 emails in the morning and 5 in the afternoon. So he received 3 + 5 = 8 emails in total. The answer is 8.
Therefore, the answer (arabic numerals) is",8,8,8
"Paco had 40 cookies. He ate 2 of them. Then he bought 37 more cookies How many cookies did Paco have left?
Paco started with 40 cookies. He ate 2, so he had 40 - 2 = 38. Then he bought 37 more, so he had 38 + 37 = 75 cookies. The answer is 75.
Therefore, the answer (arabic numerals) is",75,75,75
"Because of the decision Sofia asked the students to suggest specific types of food. If 218 students suggested adding mashed potatoes as well as bacon while 351 suggested adding only bacon to the menu How many students suggested adding bacon?
There were 218 students who suggested both mashed potatoes and bacon. There were 351 students who suggested only bacon. So in total, 218 + 351 = 569 students suggested bacon. The answer is 569.
Therefore, the answer (arabic numerals) is",569,569,569
"If each bag has 41 cookies and you had 53 bags of cookies How many cookies would you have?
Let's multiply the number of bags by the number of cookies in each bag:

53 bags x 41 cookies/bag = 2,173 cookies

So, you would have 2,173 cookies.
Therefore, the answer (arabic numerals) is",2173,2173,2173
"Rachel had to complete 2 pages of reading homework and 4 pages of math homework. How many more pages of math homework than reading homework did she have?
Rachel had 2 pages of reading homework and 4 pages of math homework. 4 - 2 is 2. The answer is 2.
Therefore, the answer (arabic numerals) is","That's correct!

Rachel had 2 pages of reading homework and 4 pages of math homework. To find out how many more pages of math homework she had, you subtract the number of reading homework pages from the number of math homework pages:

4 (math) - 2 (reading) = 2

So, Rachel had 2 more pages of math homework than reading homework.",2,2
"Allan brought 5 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many balloons did Allan bring to the park?
Allan brought 5 balloons originally. Then he bought 3 more. 5 + 3 = 8. The answer is 8.
Therefore, the answer (arabic numerals) is",8,8,8
"Julia played tag with 8 kids on monday, 11 kids on tuesday and 9 kids on wednesday. How many more kids did she play with on tuesday than on wednesday?
On monday, Julia played with 8 kids. On tuesday, she played with 11 kids. On wednesday, she played with 9 kids. So the difference between tuesday and wednesday is 11 - 9 = 2. The answer is 2.
Therefore, the answer (arabic numerals) is",2,2,2
"The Razorback shop makes $ 5 dollars off each jersey and $ 215 off each t-shirt. During the Arkansas and Texas tech game they sold 20 t-shirts and 64 jerseys. How much money did they make from selling the t-shirts?
Each t-shirt makes 215 dollars. They sold 20 t-shirts, so they made 20 x 215 = 4300 dollars. The answer is 4300.
Therefore, the answer (arabic numerals) is",That's correct! The Razorback shop made $4300 from selling the 20 t-shirts.,4300,4300
"36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus. How many more children got off the bus than those that got on?
There were originally 36 children on the bus. 68 children got off. 36 - 68 = -32. So there were 32 fewer children on the bus. Then 12 children were on the bus. 12 - 32 = -20. So 20 children got on. 68 - 20 = 48. So 48 more children got off than got on. The answer is 48.
Therefore, the answer (arabic numerals) is",48,48,24
"Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookies How many did each of them have?
There were 14 cookies and 2 guests. So each guest had 14 / 2 = 7 cookies. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,7
