input,pred_before,pred_after,GT
"Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game?
Chloe started with 0 points. After the first round she had 40 points. After the second round she had 40 + 50 = 90 points. After losing 4 points, she had 90 - 4 = 86 points. The answer is 86.
Therefore, the answer (arabic numerals) is","The correct answer is indeed 86. Chloe's journey through the trivia game can be summarized as follows:

* She started with 0 points.
* After the first round, she had 40 points.
* After the second round, she had a total of 40 + 50 = 90 points.
* However, she lost 4 points in the last round, leaving her with 90 - 4 = 86 points at the end of the game.",86,86
"At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left?
Tom won 32 + 25 = 57 tickets. After spending 7 tickets on a hat, he has 57 - 7 = 50 tickets left. The answer is 50.
Therefore, the answer (arabic numerals) is",50,50,50
"Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have?
Bianca picked 26 carrots and her mom picked 15. That is 26 + 15 = 41 carrots. 16 of them are good. 41 - 16 = 25. The answer is 25.
Therefore, the answer (arabic numerals) is","That's correct! You calculated the total number of carrots picked by Bianca and her mom to be 41, and then subtracted the number of good carrots (16) to find the number of bad carrots, which is indeed 25. Your math is accurate, and the answer is indeed 25.",25,25
"For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell?
Katie made 7 cupcakes and 5 cookies. This is a total of 7 + 5 = 12 pastries. She took 8 back home. So she must have sold 12 - 8 = 4. The answer is 4.
Therefore, the answer (arabic numerals) is",4,4,4
"Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color?
There were 44 pictures in each book. 44 + 44 is 88. She colored 20 of the pictures. So she has 88 - 20 = 68 left. The answer is 68.
Therefore, the answer (arabic numerals) is","The correct answer is indeed 68. Zoe started with a total of 88 pictures (44 in each book) and colored 20 of them, leaving her with 68 pictures remaining to color.",68,68
"John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with?
John started with 21 games. He bought 8 more, for a total of 21 + 8 = 29 games. Of those, 23 were broken. So he has 29 - 23 = 6 good games. The answer is 6.
Therefore, the answer (arabic numerals) is","The correct answer is indeed 6. John started with 21 games and added 8 more to his collection, making a total of 29 games. After discarding the 23 broken games, he was left with 29 - 23 = 6 good games.",6,6
"Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now?
Henry started with 11 dollars. After getting 18 more, he had 11 + 18 = 29. After spending 10 dollars, he had 29 - 10 = 19. The answer is 19.
Therefore, the answer (arabic numerals) is",19,19,19
"While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have?
Gwen took 41 pictures at the zoo and 29 at the museum. So she took 41 + 29 = 70 pictures in total. After deleting 15, she had 70 - 15 = 55 pictures left. The answer is 55.
Therefore, the answer (arabic numerals) is","You're absolutely correct! The calculation is straightforward: Gwen took a total of 70 pictures initially, and after deleting 15, she was left with 70 - 15 = 55 pictures. The correct answer indeed is 55.",55,55
"Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash?
Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts. So in total, he had to wash 40 + 23 = 63 shirts. But he only washed 29. So he did not wash 63 - 29 = 34 shirts. The answer is 34.
Therefore, the answer (arabic numerals) is",34,34,34
"A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left?
Originally there were 12 siamese cats and 20 house cats. That's 12 + 20 = 32 cats. They sold 20 cats. So there are 32 - 20 = 12 cats left. The answer is 12.
Therefore, the answer (arabic numerals) is",12,12,12
"Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have?
Faye and her mom picked 23 + 5 = 28 carrots. Only 12 of these were good. So 28 - 12 = 16 were bad. The answer is 16.
Therefore, the answer (arabic numerals) is",16,16,16
"The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with?
The cafeteria ordered 43 + 32 = 75 apples. If only 2 students wanted fruit, then the cafeteria would have had 75 - 2 = 73 apples left over. The answer is 73 - 75 = 2.
Therefore, the answer (arabic numerals) is","The correct calculation is indeed:

75 (total apples ordered) - 2 (apples taken by students) = 73

",73,73
"There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut?
There were originally 39 + 4 = 43 students trying out. 26 of them got called back. 43 - 26 = 17. The answer is 17.
Therefore, the answer (arabic numerals) is","The correct answer is indeed 17. The calculation 43 - 26 accurately determines the number of students who didn't make the cut, which is 17.",17,17
"A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left?
The store started with 38 Siamese cats and 25 house cats. That is 38 + 25 = 63 cats. They sold 45 cats. So they have 63 - 45 = 18 cats left. The answer is 18.
Therefore, the answer (arabic numerals) is",18,18,18
"For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell?
Paige started with 36 cupcakes and 9 cookies. After the sale, she had 4 left. So she must have sold 36 + 9 - 4. 36 + 9 is 45. 45 - 4 is 41. The answer is 41.
Therefore, the answer (arabic numerals) is",41,41,41
"Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game?
In the first round, Carol scored 17 points. In the second round, she scored 6 points. So she has 17 + 6 = 23 points. Then she lost 16 points. So she ended with 23 - 16 = 7 points. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,7
"Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color?
Gwen bought 2 coloring books. One had 10 pictures and the other had 39. So she bought 10 + 39 = 49 pictures in total. She colored 13. So she has 49 - 13 = 36 pictures left to color. The answer is 36.
Therefore, the answer (arabic numerals) is",The correct answer is indeed 36.,36,36
"For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left?
Janet had 34 pieces of candy and her sister had 33. So together they had 34 + 33 = 67. After eating 4 pieces, they had 67 - 4 = 63 pieces left. The answer is 63.
Therefore, the answer (arabic numerals) is",63,63,63
"Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have?
Haley and her mom picked 39 + 38 = 77 carrots. Only 64 of them were good. So 77 - 64 = 13 of them were bad. The answer is 13.
Therefore, the answer (arabic numerals) is",13,13,13
"There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut?
There were originally 30 girls and 36 boys. 30 + 36 = 66. After 10 were called back, 66 - 10 = 56 students didn't make the cut. The answer is 56.
Therefore, the answer (arabic numerals) is",56,56,56
"Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now?
Roger started with 29 dollars. Then he got 20 more, so he had 29 + 20 = 49 dollars. After spending 34, he had 49 - 34 = 15 dollars. The answer is 15.
Therefore, the answer (arabic numerals) is",15,15,15
"Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash?
Dave had to wash 29 + 11 = 40 shirts. He washed 35 of them. So he did not wash 40 - 35 = 5. The answer is 5.
Therefore, the answer (arabic numerals) is",5,5,5
"Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with?
Edward started with 41 games and then bought 14 more. So he has 41 + 14 = 55 games. 31 of them didn't work, so he has 55 - 31 = 24 good games. The answer is 24.
Therefore, the answer (arabic numerals) is",24,24,24
"At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy?
Sam bought 13 adventure books and 17 mystery books. That is 13 + 17 = 30 books. If 15 were used, then he bought 30 - 15 = 15. The answer is 15.
Therefore, the answer (arabic numerals) is","That's correct! By subtracting the number of used books from the total number of books purchased, you can determine the number of new books Sam bought. In this case, 30 (the total number of books) minus 15 (the number of used books) equals 15, which is the number of new books Sam purchased.",15,15
"Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive?
Amy started with 26 + 36 = 62 files. After deleting 48 files, she had 62 - 48 = 14 files. The answer is 14.
Therefore, the answer (arabic numerals) is",14,14,14
"Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now?
Oliver started with 35 dollars. Then he got 50 more, so he had 35 + 50 = 85. After spending 84, he had 85 - 84 = 1 dollar. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game?
Emily had 16 points in the first round, and 33 in the second. 16 + 33 is 49. She lost 48 points in the last round. 49 - 48 is 1. The answer is 1.
Therefore, the answer (arabic numerals) is","The correct answer is indeed 1. Emily's total points at the end of the game are calculated by adding her initial score (16) and her score in the second round (33), which gives a total of 49 points. Then, subtracting the 48 points she lost in the last round from this total, we get 49 - 48 = 1, indicating that Emily had 1 point remaining at the end of the game.",1,1
"Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework?
Paige started with 43 math problems and 12 science problems. That's 43 + 12 = 55 problems. After doing 44, she has 55 - 44 = 11 problems left. The answer is 11.
Therefore, the answer (arabic numerals) is",11,11,11
"The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with?
The cafeteria ordered 33 + 23 = 56 apples. If only 21 students wanted fruit, then the cafeteria will have 56 - 21 = 35 apples left over. The answer is 35.
Therefore, the answer (arabic numerals) is",35,35,35
"Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash?
Dave started with 9 + 27 shirts to wash. That is 36 shirts. He washed 20 of them. So he did not wash 36 - 20 = 16. The answer is 16.
Therefore, the answer (arabic numerals) is",16,16,16
"While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have?
Rachel took 6 pictures at the zoo and 9 at the museum. That is 6 + 9 = 15 pictures. After deleting 11, she has 15 - 11 = 4 pictures left. The answer is 4.
Therefore, the answer (arabic numerals) is","That's correct! By adding the number of pictures taken at the zoo and the museum, you get a total of 15 pictures. After deleting 11 of those pictures, you're left with 4 pictures. The correct answer is indeed 4.",4,4
"Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have?
Vanessa and her mom picked 17 + 14 = 31 carrots. But only 24 of them were good. So 31 - 24 = 7 carrots were bad. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,7
"A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left?
The pet store had 41 Siamese cats and 28 house cats. This is a total of 41 + 28 = 69 cats. After selling 15 cats, they have 69 - 15 = 54 cats left. The answer is 54.
Therefore, the answer (arabic numerals) is",54,54,54
"At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy?
Sam bought 13 adventure books and 17 mystery books. So in total he bought 13 + 17 = 30 books. After using 15 of them, he has 30 - 15 = 15 books left. The answer is 15.
Therefore, the answer (arabic numerals) is","That's correct! By subtracting the number of used books (15) from the total number of books purchased (30), you can determine that Sam has 15 new books left.",15,15
"Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive?
Amy started with 26 + 36 files. That is 62 files. After deleting 48 files, she has 62 - 48 = 14 files. The answer is 14.
Therefore, the answer (arabic numerals) is",14,14,14
"Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now?
Oliver started with 35 dollars. He got 50 more, so he had 35 + 50 = 85 dollars. He then spent 84 dollars, so he had 85 - 84 = 1 dollar left. The answer is 1.
Therefore, the answer (arabic numerals) is","That's correct! Oliver started with $35 and received an additional $50, bringing his total to $85. After spending $84, he was left with $1, which is the correct answer.",1,1
"Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game?
Emily started with 0 points. After the first round, she had 16 points. After the second round, she had 16 + 33 = 49 points. After the last round, she had 49 - 48 = 1 point. The answer is 1.
Therefore, the answer (arabic numerals) is",1,1,1
"Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework?
Paige started with 43 + 12 = 55 problems. After finishing 44 problems, she had 55 - 44 = 11 problems left. The answer is 11.
Therefore, the answer (arabic numerals) is","The correct answer is indeed 11. By subtracting the number of problems Paige finished at school (44) from the total number of problems she had initially (55), we arrive at 11 problems remaining for her to complete for homework.",11,11
"The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with?
The cafeteria ordered 33 + 23 = 56 apples. But they only needed 21 students worth of fruit. 21 students worth of fruit would be 21 apples. So the extra apples they had are 56 - 21 = 35. The answer is 35.
Therefore, the answer (arabic numerals) is",35,35,35
"Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash?
Dave started with 9 short sleeve shirts and 27 long sleeve shirts. So he started with 9 + 27 = 36 shirts. He ended up washing 20 of them. So he didn't wash 36 - 20 = 16. The answer is 16.
Therefore, the answer (arabic numerals) is",16,16,16
"While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have?
Rachel took 6 pictures at the zoo and 9 at the museum. That is a total of 6 + 9 = 15 pictures. After deleting 11, she had 15 - 11 = 4 pictures left. The answer is 4.
Therefore, the answer (arabic numerals) is","That's correct! Rachel took a total of 15 pictures initially, and after deleting 11, she was left with 4 pictures. Your step-by-step calculation accurately reflects the situation, making the answer indeed 4.",4,4
"Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have?
Vanessa picked 17 carrots. Her mom picked 14. 17 + 14 = 31. 31 carrots were picked in total. But only 24 were good. So 31 - 24 = 7 carrots were bad. The answer is 7.
Therefore, the answer (arabic numerals) is",7,7,7
"A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left?
There were originally 41 siamese cats and 28 house cats. So in total, there were 41 + 28 = 69 cats. After selling 15 cats, there will be 69 - 15 = 54 cats left. The answer is 54.
Therefore, the answer (arabic numerals) is",54,54,54
"Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though, how many extra flowers did Janet pick?
Janet picked 4 + 11 flowers, which is 15 flowers. But only 11 were used. So she picked 15 - 11 = 4 extra flowers. The answer is 4.
Therefore, the answer (arabic numerals) is",4,4,4
"Vanessa had 13 music files and 30 video files on her flash drive. If she deleted 10 of the files, how many files were still on her flash drive?
Vanessa had 13 music files and 30 video files. So she had 13 + 30 = 43 files. After deleting 10 files, she will have 43 - 10 = 33 files. The answer is 33.
Therefore, the answer (arabic numerals) is",The correct answer is indeed 33.,33,33
"Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color?
Debby had 16 + 40 = 56 pictures. She colored 33. So she has 56 - 33 = 23 left. The answer is 23.
Therefore, the answer (arabic numerals) is","The correct answer is indeed 23. By subtracting the number of pictures Debby has already colored (33) from the total number of pictures she had (56), we arrive at the remaining number of pictures she needs to color, which is 23.",23,23
"The school cafeteria ordered 8 red apples and 43 green apples for students lunches. But, if only 42 students wanted fruit, how many extra did the cafeteria end up with?
The cafeteria ordered 8 red apples and 43 green apples. 8 + 43 is 51 apples. If 42 students wanted fruit, that means the cafeteria didn't use 51 - 42 = 9 apples. The answer is 9.
Therefore, the answer (arabic numerals) is",9,9,9
"Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with?
Edward made 2 dollars mowing lawns in the spring. He made 27 dollars in the summer. So he made 2 + 27 = 29 dollars. After spending 5 dollars on supplies, he had 29 - 5 = 24 dollars. The answer is 24.
Therefore, the answer (arabic numerals) is","The answer is indeed 24. Edward's calculations are correct: he made a total of $29 from mowing lawns in the spring and summer, and after spending $5 on supplies, he was left with $24.",24,24
"A pet store had 36 siamese cats and 18 house cats. During a sale they sold 26 cats. How many cats do they have left?
The pet store originally had 36 Siamese cats and 18 house cats. That is a total of 36 + 18 = 54 cats. After selling 26, they have 54 - 26 = 28 cats. The answer is 28.
Therefore, the answer (arabic numerals) is",28,28,28
"Olivia and her mom were picking carrots from their garden. Olivia picked 20 and her mother picked 14. If only 19 of the carrots were good, how many bad carrots did they have?
Olivia picked 20 carrots and her mom picked 14. So in total, they picked 20 + 14 = 34 carrots. But only 19 were good. So 34 - 19 = 15 must be bad. The answer is 15.
Therefore, the answer (arabic numerals) is",15,15,15
"George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now?
George started with 30 dollars. After getting 16 more, he had 30 + 16 = 46 dollars. After spending 38 dollars, he had 46 - 38 = 8 dollars. The answer is 8.
Therefore, the answer (arabic numerals) is",8,8,8
"There were 6 girls and 48 boys trying out for the schools basketball team. If only 7 of them got called back, how many students didn't make the cut?
There were 6 girls and 48 boys. That makes 6 + 48 = 54 students. Only 7 got called back. That means 54 - 7 = 47 students did not make the cut. The answer is 47.
Therefore, the answer (arabic numerals) is",47,47,47
"For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell?
Amy made 15 cupcakes and 48 cookies. So she made 15 + 48 = 63 pastries. After the sale she had 12 left. So she sold 63 - 12 = 51. The answer is 51.
Therefore, the answer (arabic numerals) is",51,51,51
"At the schools book fair Victor bought 32 adventure books and 37 mystery books. If 16 of the books were used, how many new books did he buy?
Victor bought 32 adventure books and 37 mystery books. This is a total of 32 + 37 = 69 books. If 16 of the books were used, then he had 69 - 16 = 53 books left. The answer is 53.
Therefore, the answer (arabic numerals) is",53,53,53
"While on vacation, Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have?
Haley started with 50 pictures at the zoo and 8 at the museum. That's 50 + 8 = 58 pictures. After deleting 38, she had 58 - 38 = 20 pictures. The answer is 20.
Therefore, the answer (arabic numerals) is","You're absolutely right! The correct calculation is indeed:

58 (initial pictures) - 38 (deleted pictures) = 20

So, Haley had 20 pictures left after deleting 38 from her vacation.",20,20
"The school cafeteria ordered 37 red apples and 45 green apples for students lunches. But, if only 51 students wanted fruit, how many extra did the cafeteria end up with?
The cafeteria ordered 37 red apples and 45 green apples, which is 37 + 45 = 82 apples in total. If only 51 students wanted fruit, then they would have used 82 - 51 = 31 apples. The answer is 31.
Therefore, the answer (arabic numerals) is",31,31,31
"While shopping, Maria bought 35 green towels and 21 white towels. If she gave her mother 34 of them, how many towels did Maria end up with?
Maria originally bought 35 + 21 = 56 towels. After giving her mother 34 of them, she would have 56 - 34 = 22 towels left. The answer is 22.
Therefore, the answer (arabic numerals) is",22,22,22
"There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut?
There were 17 girls and 32 boys. So that is 17 + 32 = 49 total students. If 10 got called back, then that leaves 49 - 10 = 39 students that didn't make the cut. The answer is 39.
Therefore, the answer (arabic numerals) is",The correct answer is indeed 39. Your step-by-step calculation is logical and accurate. You correctly identified the total number of students (49) and then subtracted the number of students who got called back (10) to find the number of students who didn't make the cut (39).,39,39
"Nancy and her mom were picking carrots from their garden. Nancy picked 38 and her mother picked 47. If only 71 of the carrots were good, how many bad carrots did they have?
Nancy and her mom picked 38 + 47 = 85 carrots. Only 71 were good, so 85 - 71 = 14 were bad. The answer is 14.
Therefore, the answer (arabic numerals) is",14,14,14
"A waiter at 'The Greasy Spoon' restaurant had 29 customers to wait on. During the lunch rush he added another 20 customers. If 34 of the customers didn't leave him a tip, how many customers did leave a tip?
The waiter started with 29 customers. He added another 20 customers. 29 + 20 = 49. 34 of the customers didn't leave a tip. So 49 - 34 = 15 customers left a tip. The answer is 15.
Therefore, the answer (arabic numerals) is",15,15,15
"Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts before school. If he had only washed 5 of them by the time school started, how many did he not wash?
Tom had to wash 10 + 25 = 35 shirts. He washed 5 of them. So he did not wash 35 - 5 = 30 shirts. The answer is 30.
Therefore, the answer (arabic numerals) is",30,30,30
"Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive?
Originally Vanessa had 16 + 48 = 64 files. After deleting 30 files, she has 64 - 30 = 34 files left. The answer is 34.
Therefore, the answer (arabic numerals) is",34,34,34
"Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with?
Kaleb made 4 dollars in the spring and 50 dollars in the summer. So he made 4 + 50 = 54 dollars. After spending 4 dollars on supplies, he would have 54 - 4 = 50 dollars left. The answer is 50.
Therefore, the answer (arabic numerals) is",50,50,50
